productid,attribute_name,attributevalue
11659722,Neckline,8
11660042,Fit,0
11660042,Sleeve Length,21
11660042,Fabric,2
11660042,Color,31
11660042,Neckline,4
11660064,Fit,14
11660064,Sleeve Length,23
11660064,Fabric,55
11660064,Color,84
11660064,Neckline,4
11660080,Fit,14
11660080,Sleeve Length,23
11660080,Fabric,27
11660080,Color,25
11660080,Neckline,4
11660098,Fit,14
11660098,Sleeve Length,21
11660098,Fabric,2
11660098,Color,22
11660098,Neckline,4
11660100,Fit,0
11660100,Sleeve Length,21
11660100,Fabric,2
11660100,Color,18
11660100,Neckline,4
11660102,Fit,14
11660102,Sleeve Length,23
11660102,Fabric,2
11660102,Color,18
11660102,Neckline,4
11660162,Fit,14
11660162,Sleeve Length,23
11660162,Fabric,2
11660162,Color,76
11660162,Neckline,4
11660226,Fit,14
11660226,Sleeve Length,23
11660226,Fabric,2
11660226,Color,22
11660226,Neckline,4
11659514,Category,7
11659514,Fit,37
11659514,Sleeve Length,3
11659514,Fabric,2
11659514,Color,45
11659514,Neckline,8
11659516,Category,7
11659516,Fit,37
11659516,Fabric,2
11659516,Color,22
11659516,Neckline,8
11659608,Category,7
11659608,Fit,37
11659608,Sleeve Length,3
11659608,Fabric,2
11659608,Color,54
11659608,Neckline,8
11659610,Category,7
11659610,Fit,37
11659610,Sleeve Length,3
11659610,Fabric,125
11659610,Color,80
11659610,Neckline,8
11659852,Category,7
11659852,Fit,37
11659852,Fabric,2
11659852,Color,18
11659852,Neckline,8
11659854,Category,7
11659854,Fit,37
11659854,Fabric,2
11659854,Color,17
11659854,Neckline,8
11659030,Category,1
11659030,Fabric,2
11659030,Color,41
11659064,Category,1
11659064,Fabric,16
11659064,Color,28
11659066,Category,1
11659066,Fabric,16
11659066,Color,74
11659068,Category,1
11659068,Fabric,16
11659068,Color,52
11659070,Category,1
11659070,Fabric,16
11659070,Color,22
11659072,Category,1
11659072,Fabric,16
11659072,Color,17
11659074,Category,1
11659074,Fabric,16
11659074,Color,41
11659102,Category,1
11659102,Fabric,2
11659102,Color,28
11659104,Category,1
11659104,Fabric,2
11659104,Color,74
11659106,Category,1
11659106,Fabric,2
11659106,Color,52
11659108,Category,1
11659108,Fabric,2
11659108,Color,17
11659110,Category,1
11659110,Fabric,2
11659110,Color,41
11659122,Category,1
11659122,Fabric,2
11659122,Color,28
11659124,Category,1
11659124,Fabric,2
11659124,Color,74
11659126,Category,1
11659126,Fabric,2
11659126,Color,52
11659128,Category,1
11659128,Fabric,2
11659128,Color,17
11659130,Category,1
11659130,Fabric,2
11659130,Color,41
11659142,Category,1
11659142,Fabric,2
11659142,Color,41
11659164,Category,1
11659164,Fabric,2
11659164,Color,41
11659336,Category,1
11659336,Fabric,2
11659336,Color,41
11659340,Category,1
11659340,Fabric,2
11659340,Color,22
11659346,Category,1
11659346,Fabric,2
11659346,Color,41
11659416,Category,1
11659416,Fabric,16
11659416,Color,25
11659468,Category,1
11659468,Fabric,16
11659468,Color,22
11659950,Category,1
11659950,Fabric,2
11659950,Color,121
11660048,Category,12
11660048,Fabric,2
11660048,Color,22
11660050,Category,12
11660050,Fabric,2
11660050,Color,20
11660228,Category,12
11660228,Fabric,2
11660228,Color,18
11659524,Category,7
11659524,Fit,0
11659524,Sleeve Length,23
11659524,Fabric,68
11659524,Color,18
11659524,Neckline,4
11659526,Category,7
11659526,Fit,0
11659526,Sleeve Length,23
11659526,Fabric,68
11659526,Color,95
11659526,Neckline,4
11659538,Category,7
11659538,Fit,0
11659538,Fabric,33
11659538,Color,20
11659538,Neckline,4
11659542,Category,7
11659542,Fit,0
11659542,Fabric,27
11659542,Color,129
11659542,Neckline,26
11659544,Category,7
11659544,Fit,0
11659544,Fabric,27
11659544,Color,20
11659544,Neckline,26
11659546,Category,7
11659546,Fit,0
11659546,Fabric,27
11659546,Color,38
11659546,Neckline,26
11659548,Category,7
11659548,Fit,0
11659548,Fabric,27
11659548,Color,45
11659548,Neckline,26
11659550,Category,7
11659550,Fit,0
11659550,Color,38
11659550,Neckline,4
11659552,Category,7
11659552,Fit,0
11659552,Sleeve Length,3
11659552,Fabric,27
11659552,Color,20
11659552,Neckline,70
11659556,Category,7
11659556,Fit,0
11659556,Sleeve Length,3
11659556,Fabric,33
11659556,Color,20
11659556,Neckline,70
11659560,Category,7
11659560,Fit,0
11659560,Sleeve Length,3
11659560,Fabric,2
11659560,Color,32
11659560,Neckline,26
11659562,Category,7
11659562,Fit,0
11659562,Sleeve Length,3
11659562,Fabric,27
11659562,Color,45
11659562,Neckline,4
11659564,Category,7
11659564,Fit,0
11659564,Fabric,10
11659564,Color,45
11659564,Neckline,26
11659566,Category,7
11659566,Fit,0
11659566,Sleeve Length,3
11659566,Fabric,10
11659566,Color,84
11659566,Neckline,4
11659568,Category,7
11659568,Fit,0
11659568,Fabric,27
11659568,Color,20
11659568,Neckline,8
11659570,Category,7
11659570,Fit,0
11659570,Fabric,27
11659570,Color,79
11659570,Neckline,8
11659572,Category,7
11659572,Fit,0
11659572,Sleeve Length,3
11659572,Fabric,2
11659572,Color,28
11659572,Neckline,26
11659582,Category,7
11659582,Fit,0
11659582,Sleeve Length,3
11659582,Fabric,2
11659582,Color,22
11659582,Neckline,4
11659586,Category,7
11659586,Fit,0
11659586,Sleeve Length,3
11659586,Fabric,2
11659586,Color,18
11659586,Neckline,8
11659588,Category,7
11659588,Sleeve Length,3
11659588,Fabric,2
11659588,Color,31
11659588,Neckline,8
11659602,Category,7
11659602,Fit,0
11659602,Sleeve Length,3
11659602,Fabric,27
11659602,Color,38
11659602,Neckline,26
11659604,Category,7
11659604,Fit,0
11659604,Sleeve Length,3
11659604,Fabric,27
11659604,Color,20
11659604,Neckline,26
11659606,Category,7
11659606,Fit,0
11659606,Fabric,2
11659606,Color,41
11659606,Neckline,4
11659614,Category,7
11659614,Fit,0
11659614,Sleeve Length,3
11659614,Fabric,33
11659614,Color,79
11659614,Neckline,8
11659616,Category,7
11659616,Fit,0
11659616,Sleeve Length,3
11659616,Fabric,33
11659616,Color,31
11659616,Neckline,8
11659620,Category,7
11659620,Fit,0
11659620,Fabric,27
11659620,Color,18
11659620,Neckline,70
11659622,Category,7
11659622,Fit,0
11659622,Fabric,27
11659622,Color,32
11659622,Neckline,70
11659624,Category,7
11659624,Fit,0
11659624,Sleeve Length,3
11659624,Fabric,27
11659624,Color,32
11659624,Neckline,8
11659628,Category,7
11659628,Fit,0
11659628,Sleeve Length,3
11659628,Fabric,27
11659628,Color,17
11659628,Neckline,4
11659630,Category,7
11659630,Fit,0
11659630,Sleeve Length,3
11659630,Fabric,10
11659630,Color,32
11659630,Neckline,4
11659640,Category,7
11659640,Fit,0
11659640,Sleeve Length,3
11659640,Fabric,2
11659640,Color,84
11659640,Neckline,4
11659642,Category,7
11659642,Fit,0
11659642,Sleeve Length,3
11659642,Fabric,2
11659642,Color,20
11659642,Neckline,4
11659646,Category,7
11659646,Fit,0
11659646,Sleeve Length,3
11659646,Fabric,27
11659646,Color,22
11659646,Neckline,26
11659648,Category,7
11659648,Fit,0
11659648,Sleeve Length,3
11659648,Fabric,27
11659648,Neckline,4
11659652,Category,7
11659652,Fit,0
11659652,Sleeve Length,3
11659652,Fabric,10
11659652,Color,22
11659652,Neckline,8
11659654,Category,7
11659654,Fit,0
11659654,Sleeve Length,3
11659654,Fabric,16
11659654,Color,41
11659654,Neckline,4
11659666,Category,7
11659666,Fit,0
11659666,Sleeve Length,3
11659666,Fabric,2
11659666,Color,18
11659666,Neckline,4
11659668,Category,7
11659668,Fit,0
11659668,Sleeve Length,3
11659668,Fabric,2
11659668,Color,20
11659668,Neckline,4
11659670,Category,7
11659670,Fit,0
11659670,Sleeve Length,3
11659670,Fabric,10
11659670,Color,129
11659670,Neckline,4
11659674,Category,7
11659674,Fit,0
11659674,Fabric,2
11659674,Color,18
11659674,Neckline,70
11659682,Category,7
11659682,Fit,0
11659682,Sleeve Length,3
11659682,Fabric,10
11659682,Color,32
11659682,Neckline,8
11659690,Category,7
11659690,Fit,0
11659690,Sleeve Length,3
11659690,Fabric,16
11659690,Color,17
11659690,Neckline,4
11659692,Category,7
11659692,Fit,0
11659692,Sleeve Length,78
11659692,Fabric,2
11659692,Color,28
11659692,Neckline,4
11659698,Category,7
11659698,Fit,0
11659698,Sleeve Length,3
11659698,Fabric,10
11659698,Color,32
11659698,Neckline,8
11659700,Category,7
11659700,Fit,0
11659700,Sleeve Length,78
11659700,Fabric,33
11659700,Color,45
11659700,Neckline,8
11659702,Category,7
11659702,Fit,0
11659702,Sleeve Length,3
11659702,Fabric,2
11659702,Neckline,4
11659714,Category,7
11659714,Fit,0
11659714,Sleeve Length,3
11659714,Fabric,33
11659714,Color,31
11659714,Neckline,8
11659716,Category,7
11659716,Fit,0
11659716,Sleeve Length,78
11659716,Fabric,2
11659716,Color,20
11659716,Neckline,4
11659724,Category,7
11659724,Fit,0
11659724,Sleeve Length,3
11659724,Fabric,2
11659724,Color,18
11659724,Neckline,4
11659726,Category,7
11659726,Fit,0
11659726,Sleeve Length,3
11659726,Fabric,2
11659726,Color,18
11659726,Neckline,4
11659728,Category,7
11659728,Fit,0
11659728,Sleeve Length,3
11659728,Fabric,2
11659728,Color,20
11659728,Neckline,4
11659730,Category,7
11659730,Fit,0
11659730,Sleeve Length,3
11659730,Fabric,2
11659730,Color,32
11659730,Neckline,4
11659732,Category,7
11659732,Fit,0
11659732,Sleeve Length,3
11659732,Fabric,33
11659732,Color,25
11659732,Neckline,4
11659734,Category,7
11659734,Fit,0
11659734,Sleeve Length,3
11659734,Fabric,33
11659734,Color,20
11659734,Neckline,4
11659764,Category,7
11659764,Fit,0
11659764,Sleeve Length,3
11659764,Fabric,2
11659764,Color,40
11659764,Neckline,4
11659766,Category,7
11659766,Fit,0
11659766,Sleeve Length,3
11659766,Fabric,27
11659766,Color,20
11659766,Neckline,4
11659776,Category,7
11659776,Fit,0
11659776,Sleeve Length,3
11659776,Fabric,10
11659776,Color,40
11659776,Neckline,4
11659780,Category,7
11659780,Fit,0
11659780,Sleeve Length,3
11659780,Fabric,27
11659780,Color,20
11659780,Neckline,4
11659790,Category,7
11659790,Fit,0
11659790,Sleeve Length,3
11659790,Fabric,10
11659790,Color,40
11659790,Neckline,4
11659794,Category,7
11659794,Fit,0
11659794,Sleeve Length,3
11659794,Fabric,33
11659794,Color,25
11659794,Neckline,26
11659798,Category,7
11659798,Fit,0
11659798,Fabric,2
11659798,Color,20
11659798,Neckline,8
11659802,Category,7
11659802,Fit,0
11659802,Fabric,2
11659802,Color,41
11659802,Neckline,8
11659804,Category,7
11659804,Fit,0
11659804,Sleeve Length,3
11659804,Fabric,27
11659804,Color,20
11659804,Neckline,4
11659806,Category,7
11659806,Fit,0
11659806,Sleeve Length,3
11659806,Fabric,120
11659806,Color,20
11659806,Neckline,4
11659808,Category,7
11659808,Fit,0
11659808,Fabric,10
11659808,Color,31
11659808,Neckline,4
11659810,Category,7
11659810,Fit,0
11659810,Sleeve Length,3
11659810,Fabric,33
11659810,Color,144
11659810,Neckline,4
11659812,Category,7
11659812,Fit,0
11659812,Fabric,33
11659812,Color,18
11659812,Neckline,4
11659816,Category,7
11659816,Fit,0
11659816,Sleeve Length,3
11659816,Fabric,2
11659816,Color,41
11659816,Neckline,26
11659818,Category,7
11659818,Fit,0
11659818,Fabric,10
11659818,Color,32
11659818,Neckline,4
11659824,Category,7
11659824,Fit,0
11659824,Sleeve Length,3
11659824,Fabric,46
11659824,Color,20
11659824,Neckline,26
11659826,Category,7
11659826,Fit,0
11659826,Sleeve Length,3
11659826,Fabric,46
11659826,Color,31
11659826,Neckline,26
11659836,Category,7
11659836,Fit,0
11659836,Fabric,33
11659836,Color,65
11659836,Neckline,4
11659838,Category,7
11659838,Fit,0
11659838,Fabric,33
11659838,Color,31
11659838,Neckline,4
11659840,Category,7
11659840,Fit,0
11659840,Sleeve Length,3
11659840,Fabric,33
11659840,Color,20
11659840,Neckline,4
11659842,Category,7
11659842,Fit,0
11659842,Sleeve Length,3
11659842,Fabric,33
11659842,Color,64
11659842,Neckline,4
11659858,Category,7
11659858,Fit,0
11659858,Sleeve Length,3
11659858,Fabric,2
11659858,Color,25
11659858,Neckline,4
11659860,Category,7
11659860,Fit,0
11659860,Sleeve Length,3
11659860,Fabric,2
11659860,Color,25
11659860,Neckline,4
11659862,Category,7
11659862,Fit,0
11659862,Sleeve Length,3
11659862,Fabric,2
11659862,Color,45
11659862,Neckline,4
11660118,Category,12
11660118,Fit,14
11660118,Fabric,2
11660118,Color,35
11659864,Category,7
11659864,Fit,24
11659864,Sleeve Length,3
11659864,Color,65
11659864,Neckline,26
11659016,Category,1
11659016,Fit,0
11659016,Sleeve Length,3
11659016,Fabric,27
11659016,Color,22
11659016,Neckline,4
11659052,Category,1
11659052,Fit,36
11659052,Sleeve Length,3
11659052,Fabric,2
11659052,Color,40
11659052,Neckline,8
11659054,Category,1
11659054,Fit,36
11659054,Sleeve Length,3
11659054,Fabric,2
11659054,Color,31
11659054,Neckline,8
11659062,Category,1
11659062,Fit,0
11659062,Sleeve Length,3
11659062,Fabric,16
11659062,Color,35
11659062,Neckline,8
11659326,Category,1
11659326,Fit,0
11659326,Sleeve Length,3
11659326,Fabric,125
11659326,Color,41
11659326,Neckline,8
11659328,Category,1
11659328,Fit,0
11659328,Sleeve Length,3
11659328,Fabric,125
11659328,Color,40
11659328,Neckline,4
11659338,Category,1
11659338,Fit,0
11659338,Sleeve Length,3
11659338,Fabric,2
11659338,Color,22
11659338,Neckline,8
11659886,Category,1
11659886,Fit,24
11659886,Sleeve Length,53
11659886,Fabric,10
11659886,Color,18
11659886,Neckline,4
11659916,Category,1
11659916,Fit,0
11659916,Sleeve Length,21
11659916,Fabric,2
11659916,Color,35
11659916,Neckline,4
11659926,Category,1
11659926,Fit,0
11659926,Sleeve Length,3
11659926,Fabric,10
11659926,Color,18
11659926,Neckline,4
11659934,Category,1
11659934,Fit,14
11659934,Sleeve Length,3
11659934,Fabric,10
11659934,Color,20
11659934,Neckline,4
11659988,Category,1
11659988,Fit,0
11659988,Sleeve Length,3
11659988,Fabric,33
11659988,Color,71
11659988,Neckline,8
11660000,Category,1
11660000,Fit,0
11660000,Sleeve Length,3
11660000,Fabric,2
11660000,Color,40
11660000,Neckline,8
11660002,Category,1
11660002,Fit,0
11660002,Sleeve Length,3
11660002,Fabric,2
11660002,Color,32
11660002,Neckline,8
11659272,Category,1
11659272,Fit,14
11659272,Sleeve Length,23
11659272,Fabric,16
11659272,Color,43
11659272,Neckline,4
11660168,Category,12
11660168,Fit,0
11660168,Sleeve Length,3
11660168,Fabric,2
11660168,Color,35
11660168,Neckline,4
11660024,Fit,14
11660024,Sleeve Length,23
11660024,Fabric,16
11660024,Color,43
11660024,Neckline,4
11660028,Fit,37
11660028,Sleeve Length,23
11660028,Fabric,2
11660028,Color,43
11660028,Neckline,4
11660030,Fit,0
11660030,Sleeve Length,23
11660030,Fabric,2
11660030,Color,43
11660030,Neckline,4
11660138,Fit,14
11660138,Sleeve Length,23
11660138,Fabric,2
11660138,Color,43
11660138,Neckline,4
11603824,Sleeve Length,3
11603824,Neckline,8
11659820,Category,7
11659820,Fit,37
11659820,Sleeve Length,3
11659820,Fabric,2
11659820,Color,28
11659820,Neckline,8
11659822,Category,7
11659822,Fit,37
11659822,Sleeve Length,3
11659822,Fabric,2
11659822,Color,18
11659822,Neckline,8
11659182,Category,1
11659182,Fabric,114
11659182,Color,54
11659364,Category,1
11659364,Fabric,2
11659364,Color,17
11659366,Category,1
11659366,Fabric,2
11659366,Color,41
11659550,Fabric,2
11659554,Category,7
11659554,Fit,0
11659554,Sleeve Length,3
11659554,Fabric,27
11659554,Color,18
11659554,Neckline,70
11659558,Category,7
11659558,Fit,0
11659558,Sleeve Length,3
11659558,Fabric,2
11659558,Color,108
11659558,Neckline,26
11659618,Category,7
11659618,Fit,0
11659618,Sleeve Length,23
11659618,Fabric,10
11659618,Color,35
11659618,Neckline,4
11659626,Category,7
11659626,Fit,0
11659626,Sleeve Length,3
11659626,Fabric,27
11659626,Color,35
11659626,Neckline,8
11659648,Color,20
11659650,Category,7
11659650,Fit,0
11659650,Sleeve Length,3
11659650,Fabric,27
11659650,Color,35
11659650,Neckline,4
11659680,Category,7
11659680,Fit,0
11659680,Sleeve Length,3
11659680,Fabric,10
11659680,Color,35
11659680,Neckline,4
11659696,Category,7
11659696,Fit,0
11659696,Sleeve Length,78
11659696,Fabric,33
11659696,Color,175
11659696,Neckline,4
11659702,Color,20
11659704,Category,7
11659704,Fit,0
11659704,Sleeve Length,3
11659704,Fabric,33
11659704,Color,35
11659704,Neckline,4
11659004,Category,1
11659004,Fit,0
11659004,Sleeve Length,3
11659004,Fabric,2
11659004,Neckline,26
11659006,Category,1
11659006,Fabric,2
11659006,Color,221
11714526,Category,7
11714526,Fit,24
11714526,Sleeve Length,3
11714526,Fabric,10
11714526,Color,22
11714526,Neckline,8
11714680,Category,7
11714680,Fit,24
11714680,Sleeve Length,3
11714680,Fabric,2
11714680,Color,22
11714680,Neckline,4
11714304,Category,1
11714304,Fit,0
11714304,Sleeve Length,3
11714304,Fabric,2
11714304,Color,22
11714304,Neckline,8
11714306,Category,1
11714306,Fit,14
11714306,Sleeve Length,3
11714306,Fabric,2
11714306,Color,22
11714306,Neckline,4
11714312,Category,1
11714312,Fit,0
11714312,Sleeve Length,3
11714312,Fabric,2
11714312,Color,22
11714312,Neckline,26
11714316,Category,1
11714316,Fit,0
11714316,Sleeve Length,3
11714316,Fabric,2
11714316,Color,22
11714316,Neckline,8
11714318,Category,1
11714318,Fit,0
11714318,Sleeve Length,3
11714318,Fabric,2
11714318,Color,22
11714318,Neckline,8
11714322,Category,1
11714322,Fit,0
11714322,Sleeve Length,3
11714322,Fabric,10
11714322,Color,22
11714322,Neckline,4
11714428,Category,1
11714428,Fit,0
11714428,Sleeve Length,3
11714428,Fabric,2
11714428,Color,22
11714428,Neckline,4
11714492,Category,1
11714492,Fit,0
11714492,Sleeve Length,3
11714492,Fabric,2
11714492,Color,22
11714492,Neckline,4
11714586,Category,1
11714586,Fit,0
11714586,Sleeve Length,3
11714586,Fabric,10
11714586,Color,22
11714586,Neckline,4
11714600,Category,1
11714600,Fit,37
11714600,Sleeve Length,3
11714600,Fabric,46
11714600,Color,22
11714600,Neckline,8
11714602,Category,1
11714602,Fit,0
11714602,Sleeve Length,23
11714602,Fabric,46
11714602,Color,22
11714602,Neckline,4
11714606,Category,1
11714606,Fit,0
11714606,Sleeve Length,3
11714606,Fabric,10
11714606,Color,22
11714606,Neckline,4
11714682,Category,1
11714682,Fit,14
11714682,Sleeve Length,3
11714682,Fabric,27
11714682,Color,22
11714682,Neckline,4
11714446,Category,12
11714446,Fit,44
11714446,Sleeve Length,23
11714446,Fabric,2
11714446,Color,22
11714446,Neckline,4
11714456,Category,12
11714456,Fit,14
11714456,Sleeve Length,23
11714456,Fabric,2
11714456,Color,22
11714456,Neckline,4
11714714,Category,1
11714714,Fabric,2
11714714,Color,41
11714422,Category,1
11714422,Fabric,2
11714422,Color,22
11714478,Category,1
11714478,Fabric,2
11714478,Color,22
11714496,Category,1
11714496,Fabric,2
11714496,Color,22
11714500,Category,1
11714500,Fabric,2
11714500,Color,22
11714588,Category,1
11714588,Fit,0
11714588,Sleeve Length,78
11714588,Fabric,10
11714588,Color,22
11714588,Neckline,4
11714670,Category,1
11714670,Fit,0
11714670,Sleeve Length,3
11714670,Fabric,27
11714670,Color,22
11714670,Neckline,4
11714672,Category,1
11714672,Fit,0
11714672,Sleeve Length,78
11714672,Fabric,27
11714672,Color,22
11714672,Neckline,8
11714676,Category,1
11714676,Fit,0
11714676,Sleeve Length,3
11714676,Fabric,27
11714676,Color,22
11714676,Neckline,4
11714560,Category,7
11714560,Fit,44
11714560,Sleeve Length,3
11714560,Fabric,2
11714560,Color,22
11714560,Neckline,4
11714574,Category,7
11714574,Fit,44
11714574,Sleeve Length,21
11714574,Fabric,10
11714574,Color,22
11714574,Neckline,4
11714576,Category,7
11714576,Fit,44
11714576,Sleeve Length,21
11714576,Fabric,10
11714576,Color,22
11714576,Neckline,4
11714300,Category,1
11714300,Fabric,2
11714300,Color,22
11714418,Category,1
11714418,Fabric,2
11714418,Color,22
11714426,Category,1
11714426,Fabric,2
11714426,Color,22
11714594,Category,1
11714594,Fabric,16
11714594,Color,22
11714674,Category,1
11714674,Fabric,27
11714674,Color,22
11360708,Category,7
11360710,Category,7
11360716,Category,7
11360718,Category,7
11360724,Category,7
11360730,Category,7
11360740,Category,7
11360756,Category,7
11360758,Category,7
11407154,Fit,36
11407154,Category,7
11659518,Category,7
11659518,Fit,36
11659518,Sleeve Length,3
11659518,Fabric,2
11659518,Color,17
11659518,Neckline,8
11659520,Category,7
11659520,Fit,36
11659520,Fabric,33
11659520,Color,45
11659520,Neckline,4
11659532,Category,7
11659532,Fit,36
11659532,Fabric,2
11659532,Color,18
11659532,Neckline,70
11659534,Category,7
11659534,Fit,36
11659536,Category,7
11659536,Fit,36
11659536,Sleeve Length,3
11659536,Fabric,2
11659536,Color,54
11659536,Neckline,70
11659540,Category,7
11659540,Fit,36
11659540,Sleeve Length,3
11659540,Fabric,2
11659540,Color,22
11659540,Neckline,70
11659578,Category,7
11659578,Fit,36
11659578,Sleeve Length,3
11659578,Fabric,2
11659578,Color,25
11659578,Neckline,8
11659580,Category,7
11659580,Sleeve Length,3
11659580,Fabric,2
11659580,Color,31
11659580,Neckline,8
11659590,Category,7
11659590,Fit,36
11659590,Sleeve Length,3
11659590,Fabric,10
11659590,Color,45
11659590,Neckline,8
11659594,Category,7
11659594,Fit,36
11659594,Sleeve Length,3
11659594,Fabric,2
11659594,Color,45
11659594,Neckline,8
11659596,Category,7
11659596,Fit,36
11659596,Sleeve Length,3
11659596,Fabric,2
11659596,Color,64
11659596,Neckline,8
11659632,Category,7
11659632,Fit,36
11659632,Sleeve Length,3
11659632,Fabric,27
11659632,Color,20
11659632,Neckline,26
11659644,Category,7
11659644,Fit,36
11659644,Sleeve Length,3
11659644,Fabric,27
11659644,Color,41
11659644,Neckline,4
11659676,Category,7
11659676,Fit,36
11659676,Fabric,2
11659676,Color,41
11659676,Neckline,70
11659710,Category,7
11659710,Fit,36
11659710,Sleeve Length,3
11659710,Fabric,2
11659710,Color,17
11659710,Neckline,4
11659742,Category,7
11659742,Fit,36
11659742,Sleeve Length,3
11659742,Fabric,2
11659742,Color,45
11659742,Neckline,4
11659814,Category,7
11659814,Fit,36
11659814,Sleeve Length,3
11659814,Fabric,2
11659814,Color,25
11659814,Neckline,8
11659830,Category,7
11659830,Fit,36
11659830,Sleeve Length,3
11659830,Fabric,2
11659830,Color,18
11659830,Neckline,4
11659832,Category,7
11659832,Fit,36
11659832,Sleeve Length,3
11659832,Fabric,2
11659832,Color,20
11659832,Neckline,4
11659834,Category,7
11659834,Fit,36
11659834,Sleeve Length,3
11659834,Fabric,10
11659834,Color,20
11659834,Neckline,4
11659856,Category,7
11659856,Fit,36
11659856,Sleeve Length,23
11659856,Fabric,2
11659856,Color,25
11659856,Neckline,4
11714540,Category,7
11714540,Fit,36
11714540,Sleeve Length,21
11714540,Fabric,2
11714540,Color,22
11714540,Neckline,26
11714532,Category,7
11714532,Fit,0
11714532,Sleeve Length,3
11714532,Fabric,10
11714532,Color,22
11714532,Neckline,4
11714534,Category,7
11714534,Fit,0
11714534,Sleeve Length,13
11714534,Fabric,10
11714534,Color,22
11714534,Neckline,8
11714538,Category,7
11714538,Fit,0
11714538,Sleeve Length,3
11714538,Fabric,16
11714538,Color,22
11714538,Neckline,4
11714544,Category,7
11714544,Fit,0
11714544,Sleeve Length,3
11714544,Fabric,10
11714544,Color,22
11714544,Neckline,26
11714566,Category,7
11714566,Fit,0
11714566,Sleeve Length,3
11714566,Fabric,33
11714566,Color,22
11714566,Neckline,26
11714570,Category,7
11714570,Fit,0
11714570,Sleeve Length,3
11714570,Fabric,10
11714570,Color,22
11714570,Neckline,26
11714580,Category,7
11714580,Fit,0
11714580,Sleeve Length,3
11714580,Fabric,2
11714580,Color,22
11714580,Neckline,4
11659520,Sleeve Length,13
11659532,Sleeve Length,13
11659676,Sleeve Length,13
11659712,Category,7
11659712,Fit,36
11659712,Sleeve Length,3
11659712,Fabric,33
11659712,Color,35
11659712,Neckline,4
11659770,Category,7
11659770,Fit,36
11659770,Sleeve Length,3
11659770,Fabric,27
11659770,Color,35
11659770,Neckline,8
11658950,Fabric,27
11659588,Fit,14
11659580,Fit,0
11659302,Fit,0
11601876,Category,1
11601876,Fit,0
11601876,Sleeve Length,13
11601876,Fabric,10
11601876,Color,28
11601876,Season,15
11601876,Neckline,4
11591770,Category,1
11591770,Fit,0
11591770,Sleeve Length,13
11591770,Fabric,10
11591770,Color,28
11591770,Season,15
11591770,Neckline,8
11407356,Category,1
11407356,Fit,0
11407356,Sleeve Length,3
11407356,Fabric,2
11407356,Color,18
11407356,Season,15
11407356,Neckline,8
12099206,Category,7
12099206,Fit,24
12099206,Sleeve Length,13
12099206,Fabric,2
12099206,Color,32
12099206,Neckline,4
12099206,Season,11
11714682,Season,11
11659056,Season,11
11714484,Category,1
11714484,Fit,0
11714484,Fabric,2
11714484,Color,41
11714484,Season,11
11659360,Category,1
11659360,Fit,0
11659360,Fabric,2
11659360,Color,74
11659360,Season,11
11659362,Fit,0
11659362,Season,11
11481106,Category,1
11481106,Fabric,2
11481106,Color,17
11481106,Season,15
11481110,Category,1
11481110,Fabric,2
11481110,Color,28
11481110,Season,15
11659358,Category,1
11659358,Fit,0
11659358,Fabric,2
11659358,Color,28
11659358,Season,11
11652758,Season,56
11652760,Season,56
11659280,Season,11
11659968,Season,11
11659970,Season,11
11660046,Season,11
11660118,Season,11
11660128,Season,11
11660144,Season,11
11660066,Season,11
11660068,Season,11
11660086,Season,11
11660146,Season,11
11660206,Season,11
11714462,Season,11
11659160,Season,11
11660054,Season,11
11660104,Season,11
11660164,Season,11
11659574,Season,11
11659576,Season,11
11659706,Season,11
11659736,Season,11
11659740,Season,11
11659746,Season,11
11659750,Season,11
11659864,Season,11
11659866,Season,11
11659872,Season,11
11714526,Season,11
11714680,Season,11
11481000,Season,11
11658944,Season,11
11658946,Season,11
11658948,Season,11
11658954,Season,11
11658978,Season,11
11658980,Season,11
11658982,Season,11
11658984,Season,11
11658986,Season,11
11658988,Season,11
11658992,Season,11
11658994,Season,11
11658996,Season,11
11658998,Season,11
11659000,Season,11
11659002,Season,11
11659004,Season,11
11659016,Season,11
11659018,Season,11
11659020,Season,11
11659022,Season,11
11659024,Season,11
11659026,Season,11
11659034,Season,11
11659042,Season,11
11659044,Season,11
11659052,Season,11
11659054,Season,11
11659058,Season,11
11659060,Season,11
11659062,Season,11
11659144,Season,11
11659146,Season,11
11659148,Season,11
11659150,Season,11
11659152,Season,11
11659154,Season,11
11659156,Season,11
11659158,Season,11
11659186,Season,11
11659190,Season,11
11659192,Season,11
11659194,Season,11
11659198,Season,11
11659282,Season,11
11659286,Season,11
11659288,Season,11
11659292,Season,11
11659294,Season,11
11659298,Season,11
11659300,Season,11
11659302,Season,11
11659306,Season,11
11659308,Season,11
11659310,Season,11
11659312,Season,11
11659326,Season,11
11659328,Season,11
11659330,Season,11
11659332,Season,11
11659334,Season,11
11659338,Season,11
11659342,Season,11
11659344,Season,11
11659420,Season,11
11659422,Season,11
11659426,Season,11
11659430,Season,11
11659432,Season,11
11659436,Season,11
11659438,Season,11
11659442,Season,11
11659444,Season,11
11659446,Season,11
11659448,Season,11
11659450,Season,11
11659452,Season,11
11659454,Season,11
11659456,Season,11
11659464,Season,11
11659466,Season,11
11659472,Season,11
11659482,Season,11
11659492,Season,11
11659876,Season,11
