UserId,product_list
6015,"[11659000, 11659216, 11659860, 11659526, 11659618, 11659626, 11714318, 12658002, 12658532, 11658984]"
6016,"[12658308, 12658228, 11659934, 12658260, 12658386, 12658398, 11659624, 12658262, 11659776, 12407760]"
6027,"[11145640, 11480984, 11658996, 11659342, 12407012, 12407452, 11145744, 11659190, 11659272, 11659412]"
6037,"[12407772, 12658406, 12658282, 11659644, 12371374, 12407730, 11659632, 11659840, 12658512, 12407154]"
6042,"[11360828, 11360988, 11714426, 12407468, 12407560, 12657610, 12657696, 12657762, 13038958, 13038964]"
6060,"[11714316, 12407012, 12407398, 12658342, 11360884, 11460806, 12371242, 12406886, 12406888, 12407386]"
6075,"[11659232, 11659410, 12360452, 11659854, 12360448, 12406886, 12407370, 12407498, 12407932, 11659236]"
6097,"[13039760, 13039784, 13039826, 13039776, 11659698, 12371374, 12407770, 12658226, 12658332, 12658354]"
6125,"[13038648, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
6137,"[11145664, 11145666, 11145728, 11145748, 11407382, 11603772, 11659062, 11659146, 11659154, 11659156]"
6150,"[11659926, 12407030, 12657360, 12657734, 12658086, 12658676, 12936680, 11659164, 12936694, 12936744]"
6155,"[12658402, 13039516, 12407832, 12658340, 12658404, 12658380, 12406874, 12407814, 12407834, 12658330]"
6189,"[13039880, 13039878, 13039888, 13039896, 13039886, 13039876, 13039890, 11714538, 13039744, 11659742]"
6192,"[11407194, 11659404, 11714676, 12371326, 12406894, 12407420, 12407484, 12657376, 12658494, 12988646]"
6199,"[12658144, 12658148, 12658616, 11658996, 12658132, 12658160, 12658532, 12658618, 12657356, 12658156]"
6201,"[12406942, 12657366, 12407346, 12406958, 12406962, 12360388, 12406914, 11407102, 11659560, 12407388]"
6205,"[12407390, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
6212,"[11659798, 12322658, 12322666, 12360438, 12658330, 12322662, 12360422, 12407742, 12322648, 12407708]"
6223,"[11659742, 11659958, 12371370, 12407614, 13039496, 13039760, 13039894, 12360424, 12407128, 12407166]"
6230,"[11659884, 12360454, 12406946, 12406948, 11659740, 12407616, 12407730, 12658592, 11659450, 12360426]"
6235,"[12407668, 12407694, 13039024, 13650180, 13650122, 12360404, 13650178, 13650106, 12322662, 12371376]"
6237,"[11659820, 11714322, 12360424, 12407038, 11481072, 11481074, 12360452, 12360460, 12371374, 12407730]"
6254,"[12407732, 12360464, 12407730, 12407672, 12407398, 12407444, 12407588, 12407776, 12657724, 12360404]"
6255,"[11714588, 12407116, 11659938, 12406972, 11659954, 11659960, 11659936, 12407502, 12322662, 12407480]"
6258,"[12407760, 13039518, 12407648, 12658406, 11659690, 12407650, 12407832, 12371378, 12407742, 12407762]"
6260,"[11660000, 12360428, 12360418, 11660008, 11659526, 12407348, 12407400, 11407178, 11407356, 11481086]"
6275,"[11659780, 12407770, 12407794, 13039540, 11659618, 12360438, 11659914, 12360454, 12371378, 13039846]"
6295,"[12657528, 11659470, 11659862, 12371376, 12657338, 11237196, 11659410, 12657808, 11659122, 12406906]"
6299,"[12407212, 12657780, 12658302, 12658040, 12407214, 12658580, 11660100, 12407154, 11659036, 11714318]"
6302,"[12658274, 12658310, 12658326, 13039646, 13039648, 13039650, 13039840, 12360426, 11659616, 11659626]"
6306,"[11659628, 12658480, 11659804, 11659780, 12658380, 11659826, 12658512, 12407154, 12407730, 12371378]"
6312,"[11659034, 12406900, 12657378, 12657556, 12657746, 12658104, 12658118, 12658190, 12658202, 13038852]"
6328,"[12658354, 12658402, 13038648, 13039508, 12658244, 12658378, 12322660, 12658306, 12407814, 12658304]"
6335,"[12322664, 12657400, 11659220, 11714318, 12407356, 12657398, 11659406, 12406888, 11658988, 12657394]"
6355,"[11658994, 12407248, 12407382, 12658032, 12658078, 12407502, 12658050, 12657890, 12657964, 12371292]"
6358,"[12657772, 12657780, 12658150, 12995906, 12407852, 12657372, 12657374, 12657754, 12657770, 12657776]"
6364,"[12406890, 12407400, 12407734, 12657690, 12406894, 12407742, 12406900, 12407614, 11659406, 12407494]"
6372,"[11660124, 12658584, 12658588, 12696928, 12658386, 12658612, 12371314, 12657426, 11659934, 12399312]"
6373,"[12658242, 12658254, 11659520, 13039578, 12658552, 12407678, 12407716, 12658002, 12658312, 12658414]"
6385,"[11360872, 11360912, 11480980, 12371378, 12406980, 12658328, 12658342, 11460782, 11460766, 11460780]"
6398,"[11659728, 12658316, 11659954, 12360428, 12657534, 11659840, 11714532, 12658490, 11659716, 11659862]"
6400,"[11660008, 12407730, 13039782, 13039630, 11659520, 11659742, 12407668, 13039504, 13039546, 11659526]"
6401,"[12658212, 11714426, 12657612, 12657618, 12658240, 12657610, 12657634, 12657622, 12658502, 11659110]"
6433,"[11360652, 11460972, 11659626, 11659650, 11714532, 12360438, 12407638, 12407800, 12658230, 12658222]"
6435,"[11659520, 11659632, 11659804, 11659834, 12099206, 12407702, 12658254, 12658438, 11659740, 12322660]"
6447,"[12658366, 12658434, 12657360, 12658236, 12658276, 12658410, 12658272, 12658348, 12658430, 12658342]"
6461,"[13653526, 13653566, 11660064, 13653530, 13039502, 13039822, 12657998, 12658084, 11660234, 12658044]"
6516,"[12407770, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
6524,"[11145748, 12658508, 12658090, 11659978, 11139524, 12657482, 11659562, 12657506, 11145702, 12657740]"
6526,"[11659534, 11659616, 11659640, 11714566, 12322654, 12406868, 12406886, 12407678, 12407696, 12407732]"
6538,"[12407038, 12657506, 12657564, 12657992, 12658102, 12657652, 12658122, 12658136, 12658620, 12658104]"
6576,"[11659020, 11714312, 11714570, 12657804, 12658512, 11658982, 12657718, 12658202, 12658516, 11659626]"
6579,"[12406978, 12407272, 12407022, 12371308, 11659048, 11659072, 12396558, 12657532, 12696914, 12407492]"
6588,"[12371378, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
6591,"[11659812, 11659836, 12322654, 12407818, 11659624, 12360422, 12360426, 12407614, 12407828, 12407760]"
6605,"[11460680, 11461040, 11659666, 12407022, 12407924, 12407926, 12436786, 12437058, 12437060, 12657426]"
6612,"[13039526, 13039650, 13039528, 13039736, 11360828, 13039564, 12657732, 12360418, 13039540, 13039770]"
6620,"[11141346, 11148888, 11237174, 11237192, 11237196, 11360912, 11407142, 11407268, 11460738, 11659006]"
6635,"[11407140, 12407154, 12657720, 11460710, 11360654, 12371340, 12399312, 12658628, 11659888, 12657390]"
6678,"[11659814, 12322648, 12360436, 11659540, 12658392, 11360882, 11659314, 11659586, 12322646, 12406890]"
6681,"[11659934, 12995908, 13039080, 13039466, 12658566, 12657718, 12657722, 13039472, 12658182, 11660000]"
6683,"[12658182, 13039478, 13039498, 13039618, 13039634, 13039688, 13039774, 13039894, 14122832, 12407386]"
6693,"[11481050, 11481080, 11659934, 11407194, 11460676, 11659246, 11481082, 11591770, 12406874, 11360912]"
6698,"[12407452, 12407456, 12658508, 13038850, 12407850, 13038852, 12657554, 12658406, 13038848, 13039742]"
6740,"[11659878, 12658618, 12658304, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
6745,"[11659006, 11659050, 11659314, 11659972, 12407212, 12407214, 13038964, 13039492, 13202646, 13202648]"
6751,"[12658144, 13038820, 13038826, 13039896, 13038824, 12407528, 12657436, 12658634, 13038648, 13038832]"
6773,"[11659934, 11660006, 12406872, 12407878, 12407880, 12657534, 11481082, 12406874, 12407526, 11481080]"
6776,"[11659554, 12360422, 12360438, 12407030, 12407798, 12407824, 12658342, 12658378, 12322658, 12371376]"
6787,"[11659490, 11660004, 12406904, 12407012, 12407834, 12658426, 13038820, 13038826, 13038942, 13039076]"
6797,"[12407780, 12407870, 12407912, 12655600, 11360886, 12406862, 11360906, 12406900, 12407818, 12407450]"
6798,"[12407798, 13653614, 11659780, 12658362, 11714534, 13653672, 13653640, 13653654, 12407154, 13653650]"
6801,"[11360928, 11460926, 11659026, 11659332, 11659542, 11659550, 11659686, 11659708, 11659836, 11659838]"
6819,"[12658632, 13039498, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
6823,"[11659052, 11659576, 12658304, 12658348, 12658452, 12658550, 12658684, 12322666, 12360414, 12657556]"
6830,"[12406922, 12657400, 13039490, 11659314, 12657724, 12657732, 12657798, 12657808, 13038962, 13039470]"
6851,"[12407908, 12658262, 12658062, 12658002, 12657968, 12657954, 13017346, 12658512, 12407154, 12407730]"
6857,"[12406882, 11659764, 12657748, 12407776, 12406880, 11714676, 12407398, 11659216, 11659336, 12658512]"
6922,"[11659736, 11659148, 11659866, 11659574, 11659648, 11659566, 11714532, 12658476, 12658512, 12407154]"
6930,"[12360438, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
6932,"[11360828, 11659780, 12407754, 12407792, 12657382, 12658188, 11407262, 12360418, 12407678, 12322644]"
6955,"[11659526, 11714566, 13039618, 13650264, 13039760, 13649996, 13039838, 13650266, 12936622, 13650004]"
6956,"[11360758, 11659958, 12360424, 12406886, 12407540, 12407606, 12407702, 12407716, 12658484, 12658558]"
6958,"[11480984, 11659438, 11481070, 11658984, 11659966, 11407208, 11659964, 11407408, 11659888, 11714312]"
6960,"[11659548, 11659570, 11659544, 11659580, 11659810, 12407742, 11659954, 11659602, 11659564, 11714570]"
6969,"[11659240, 12407496, 12407676, 12360388, 12407334, 12371376, 12407436, 12407826, 12360428, 12322662]"
6981,"[12407924, 12407926, 13650260, 13650240, 13650006, 13038648, 12936718, 12658100, 12936646, 12936710]"
6991,"[11658950, 12988636, 13038916, 12988624, 13038702, 13038994, 11659050, 12407418, 13038152, 12407524]"
7003,"[12406888, 12407626, 11659420, 12658588, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400]"
7006,"[12371374, 12407826, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
7030,"[12995902, 11659452, 11714312, 11714318, 12406946, 12995906, 11714422, 12396560, 12658190, 12995900]"
7041,"[12407116, 12371246, 11360654, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
7049,"[11659996, 12371388, 12407440, 11659236, 11659914, 12407592, 11659238, 11460678, 11659044, 11659472]"
7056,"[11659220, 12360424, 12658336, 12658380, 13038934, 12658406, 13038926, 12657880, 11659538, 11659990]"
7061,"[11659006, 12407814, 12658366, 12658394, 12658406, 12658486, 12658492, 12658260, 12658418, 12658354]"
7062,"[11659590, 12360448, 12407730, 12657766, 12658404, 12995908, 12658348, 13033180, 12658352, 12658406]"
7089,"[11461004, 12360386, 12657558, 12658440, 12657360, 11603772, 11659964, 12657484, 11520046, 11659950]"
7095,"[13064966, 13081770, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
7098,"[11659740, 12371386, 12322660, 12658402, 11659884, 11659580, 11659632, 12658512, 12407154, 12407730]"
7100,"[12658604, 12696914, 12658190, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
7107,"[12658002, 13039542, 11714462, 12657954, 11659958, 12658612, 13017340, 11659024, 11660150, 12947664]"
7108,"[11520042, 11659164, 11659544, 11659666, 12658102, 13039102, 13039482, 13039904, 13064990, 11714422]"
7127,"[12407730, 12658476, 12360424, 12658394, 12658406, 12407042, 12658440, 12658452, 11659620, 12658348]"
7148,"[11603770, 11603772, 12360384, 12371318, 12407314, 12407398, 12407446, 12657692, 12658518, 12406864]"
7181,"[11660064, 12407198, 11714456, 11481104, 12407154, 11407224, 12407148, 11660100, 12657888, 12657952]"
7182,"[11659972, 12407314, 12658560, 11659056, 11659342, 11659780, 12657434, 12657436, 11659740, 12407850]"
7198,"[11659072, 12406894, 12406904, 11659064, 12407326, 12406888, 12407276, 11659902, 12407026, 12407184]"
7199,"[12658122, 12658120, 12407636, 12407828, 12657436, 12657596, 12657598, 12658604, 12657786, 12658602]"
7237,"[11659538, 11659990, 12360434, 12360450, 12406870, 12406940, 12407414, 12407542, 12407744, 12658550]"
7251,"[12371248, 12406906, 12407488, 12407500, 12407010, 12406862, 12407224, 11659518, 12406916, 12406904]"
7278,"[11659806, 13039540, 13039516, 12658408, 12657534, 12371378, 11407272, 11659652, 12407794, 12658252]"
7280,"[11659950, 12371382, 12657560, 12658152, 12658604, 12658590, 11659142, 12658598, 11714500, 12657612]"
7294,"[11659878, 12360426, 11659450, 11659884, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400]"
7303,"[13064966, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
7334,"[12657434, 11659954, 12406872, 12407502, 12657788, 12657742, 12658086, 11659298, 12406930, 11714316]"
7354,"[11659092, 11659364, 11659224, 11659346, 11714318, 11714428, 12407272, 12407926, 12657534, 11659366]"
7369,"[13039822, 13039820, 13039502, 13653526, 13039650, 12658674, 12658676, 13039546, 12658034, 13039542]"
7388,"[12406952, 12657590, 12657656, 12658374, 12657436, 12657512, 12407402, 12657374, 12657648, 12657650]"
7396,"[11659410, 12658306, 13038160, 12658688, 11659742, 12658636, 13017344, 12407524, 13038702, 12658080]"
7399,"[11360934, 11360994, 11461022, 11659068, 11659138, 11659142, 11659182, 11659346, 11659366, 11659830]"
7410,"[11659432, 11659450, 11659834, 11714306, 12371382, 12407154, 12407318, 12407488, 12407504, 12407592]"
7413,"[12371298, 12407830, 12658262, 12658332, 11237196, 11659204, 11659206, 11659524, 11659526, 11659578]"
7435,"[12407638, 12407742, 11659548, 12371378, 11659544, 11659742, 11659526, 13039848, 11460966, 11659776]"
7437,"[12658426, 13039514, 13039624, 13039900, 13039930, 13039922, 13039934, 11660000, 12407624, 12407926]"
7438,"[11659204, 11659964, 12371314, 12406974, 12406976, 12407566, 12407934, 12657408, 12657444, 12657534]"
7467,"[12658378, 12658394, 12658342, 12657432, 12658318, 12658380, 11407278, 11659626, 12406862, 11659560]"
7474,"[12657910, 12407158, 13653620, 12371370, 12407702, 13039664, 11660100, 12407236, 12407386, 12657724]"
7481,"[11659538, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
7492,"[12658512, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
7523,"[12407398, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
7526,"[13039822, 13039820, 13039502, 13653526, 13039650, 12658674, 12658676, 13039546, 12658034, 13039542]"
7539,"[11461012, 13038932, 12407832, 13038926, 13038938, 13038940, 11481072, 12371362, 12406888, 12407398]"
7542,"[11660006, 11660002, 12407436, 11659624, 11659934, 11659236, 12657360, 11660000, 11660008, 12657574]"
7552,"[11141306, 11141324, 11358628, 11659178, 11659578, 12371310, 12657448, 12657514, 12657562, 12657614]"
7564,"[11407264, 11407274, 13039466, 11660000, 11659238, 12658146, 13039490, 13039472, 14122758, 12658566]"
7567,"[11659798, 11660134, 11659838, 12658370, 11660250, 12658418, 12658542, 12658600, 13653702, 11659780]"
7571,"[12406952, 12407334, 12322660, 11659566, 11360924, 12657590, 12657656, 12658374, 11461038, 12658484]"
7589,"[13038920, 13039738, 13773576, 13038890, 12995872, 12995878, 13038884, 13039022, 13202642, 14110868]"
7636,"[13653640, 11660120, 11714700, 12407116, 13653642, 13653644, 13653672, 11714566, 13653674, 12657474]"
7642,"[12407494, 12407502, 12407790, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
7652,"[12406950, 12657694, 12407394, 12658534, 11658984, 12657696, 12657506, 11358628, 11660000, 12407504]"
7660,"[11360828, 11407408, 11603828, 12407020, 12407910, 13038980, 13067404, 11659650, 12406928, 13038968]"
7662,"[12360438, 12658408, 13038942, 13039602, 12657534, 11659578, 11659580, 11659288, 12406900, 12407870]"
7665,"[11237196, 11659716, 12407742, 12658406, 13039514, 13039782, 12658436, 12658410, 13039792, 13039838]"
7667,"[11481076, 11481088, 11481090, 11659964, 11714428, 12658516, 11481078, 11481082, 11714312, 11591770]"
7681,"[11659824, 12658364, 12658244, 12658354, 12322660, 11659708, 11660124, 12322644, 12360398, 12360400]"
7683,"[11659878, 12936618, 12936676, 12936682, 13039026, 13039470, 12936674, 12936678, 13650188, 12936680]"
7716,"[11659450, 11659742, 12407344, 12658186, 11659962, 12407006, 12407366, 12657512, 12657514, 12657656]"
7724,"[12407388, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
7729,"[13653534, 13653536, 13653696, 13653524, 13653512, 13653520, 13038716, 13653646, 13653654, 13653690]"
7732,"[12657766, 12658098, 12658104, 12657556, 12658406, 11659538, 12657364, 12657714, 12658102, 12658128]"
7738,"[12407042, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
7740,"[11659806, 12407656, 12407832, 12658482, 13039026, 13039446, 13039782, 12399312, 12658612, 12988628]"
7743,"[12371378, 12407832, 12407814, 12658330, 12658228, 12407792, 12322658, 12407036, 12657594, 12360418]"
7773,"[11659204, 11659774, 12360390, 12406880, 12406890, 12407366, 13039482, 11659710, 12657426, 12657620]"
7778,"[13039532, 13039570, 11360778, 11660140, 12407770, 13039742, 13039526, 13039776, 13039502, 13039554]"
7789,"[11407344, 11659814, 12407008, 12407012, 12407754, 12407756, 12658388, 13039102, 12360424, 13039504]"
7809,"[11659632, 11714700, 12371286, 12371288, 12407154, 11660192, 11660196, 11714472, 12371272, 12371290]"
7822,"[11461014, 11659156, 11714428, 12407398, 11460780, 11659192, 11659334, 12406872, 11407172, 12407526]"
7832,"[12407386, 13039020, 13039030, 13039026, 13039028, 13039024, 13039062, 13039618, 14122834, 13039038]"
7834,"[11659024, 11659346, 12658046, 13038858, 13038944, 13039538, 13039848, 13038952, 13039514, 12371362]"
7835,"[12407832, 12658328, 12658330, 12658260, 12407834, 12658340, 12658404, 11360994, 12658380, 12658446]"
7853,"[11407222, 11659950, 12657568, 11714500, 11407134, 11407224, 12658588, 11659240, 11659070, 11659074]"
7857,"[12658360, 11659526, 12658348, 12658252, 12658316, 12658332, 12658380, 12658512, 12407154, 12407730]"
7864,"[13650178, 13650122, 12360404, 12657688, 12936616, 12936632, 12936734, 12936766, 12936770, 12936778]"
7867,"[11361056, 11460766, 11481072, 11659422, 12407356, 12407888, 12360418, 12406922, 12658388, 12371376]"
7879,"[12406938, 12406948, 12407012, 12407036, 12407910, 12658634, 13039546, 11659878, 12658134, 11660002]"
7880,"[12360464, 12657438, 12406888, 12406922, 12658584, 12658342, 12360404, 12407732, 12407388, 12657734]"
7883,"[12407124, 12407154, 11660234, 12657962, 12407132, 12407798, 12658150, 12658152, 11360672, 11460730]"
7917,"[13039780, 12360398, 13039656, 12658234, 12658356, 13039820, 11659766, 12658386, 12658420, 13039672]"
7939,"[11145626, 11237194, 11659156, 11659340, 11659560, 11659734, 11659764, 11714306, 11714316, 12407016]"
7943,"[11659716, 12407772, 12657752, 12658376, 13039514, 13039516, 13039518, 13039624, 11659964, 12658440]"
7954,"[13039842, 12658404, 13039598, 13039546, 11659646, 13039496, 13039650, 12407516, 11714538, 12658350]"
7956,"[12658376, 13039644, 11658992, 13039820, 12657718, 12658444, 11659606, 12322666, 13039514, 13039516]"
7964,"[11237196, 11659524, 11659542, 12360444, 12371376, 12407804, 12658352, 12658402, 12658406, 12658458]"
7965,"[12371386, 13038940, 13039526, 13039650, 13039692, 13039844, 13038930, 13039840, 11659554, 11659618]"
7980,"[11659554, 12360438, 11659532, 11659538, 11659618, 12406964, 11659604, 11659546, 12658304, 11659422]"
7987,"[11460902, 11659716, 12658228, 11659780, 12658444, 11460978, 11659794, 11659816, 12360422, 12407496]"
7992,"[11460810, 12407418, 12407454, 12407834, 12658402, 12658482, 13038884, 13039406, 13039516, 14122744]"
8009,"[11659574, 11659740, 11714680, 11659706, 11659648, 11659576, 12658512, 12407154, 12407730, 12371378]"
8013,"[11659708, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
8018,"[11659236, 11659666, 12360428, 12360450, 12407634, 13038818, 13038820, 13038826, 11361056, 11659616]"
8056,"[11460952, 11659104, 11659530, 11659534, 11659578, 11659856, 12407278, 12407690, 12407752, 12407798]"
8070,"[11659310, 12371246, 12658204, 12658512, 11659298, 11659626, 11659288, 12658184, 11659624, 11603798]"
8077,"[12657730, 12657756, 12657734, 12658238, 12657724, 12407512, 12657378, 12657744, 12658104, 11659146]"
8084,"[11147290, 11407194, 11460672, 11460676, 11659116, 11659884, 12360398, 12360430, 12371382, 12407766]"
8085,"[11407172, 11480984, 11659026, 11659144, 11659146, 11659298, 11659424, 11659432, 11659466, 11659914]"
8091,"[12657444, 12657716, 12658484, 12658508, 12657340, 12657368, 12657712, 12658090, 12658450, 12658188]"
8134,"[11460916, 11659624, 12407742, 12658482, 13039792, 11659580, 13039838, 11659582, 12322666, 12658480]"
8150,"[11658946, 11659158, 11659206, 11659244, 11659334, 12657494, 12657500, 12658350, 12658406, 11659526]"
8164,"[12407116, 12407196, 12407158, 13653702, 11360662, 12407104, 12657966, 12658512, 12407154, 12407730]"
8166,"[11659152, 11659298, 11659306, 11659308, 12407224, 12407408, 12407486, 12658508, 12407498, 12407626]"
8172,"[12658328, 11659524, 12658430, 12658686, 12658330, 12658406, 12658492, 12658388, 13039516, 11659686]"
8194,"[12407780, 12658224, 12407790, 12658304, 11659858, 12322648, 12406892, 12407314, 12407400, 12658388]"
8198,"[11659340, 12696914, 11659070, 11659346, 11659416, 11659690, 12658512, 12407154, 12407730, 12371378]"
8206,"[11659586, 12407780, 12322646, 12407832, 12406930, 12658304, 11659632, 11659804, 12658340, 12658398]"
8221,"[12407156, 13653674, 13653672, 11714534, 11360662, 11660244, 12657972, 12658080, 13653662, 13653696]"
8237,"[12322664, 12371376, 12407800, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
8252,"[11659964, 12360426, 12407382, 12407480, 12407512, 12658618, 12988652, 13039440, 13039444, 13039520]"
8268,"[12407154, 12657426, 12407824, 12658584, 11659764, 12658512, 12407154, 12407730, 12371378, 11659624]"
8333,"[11659190, 11659346, 11659950, 11714428, 12407236, 12407672, 12657406, 12696914, 13039514, 11659086]"
8360,"[12406954, 11659236, 12360424, 11714526, 12322648, 12407754, 12407818, 11659650, 12406868, 12407702]"
8368,"[12407158, 12658074, 12658030, 12407154, 12658016, 11660120, 12407096, 12657554, 11360654, 11660210]"
8402,"[11659958, 11659426, 11659962, 11659972, 12407436, 12657552, 12657554, 11659562, 11659996, 11659708]"
8430,"[12995872, 13039434, 13039578, 13649990, 11148792, 11659856, 13039774, 11659158, 11659272, 11660114]"
8468,"[11659036, 11714576, 12406966, 12407504, 12657360, 12657656, 12658136, 12658142, 12658144, 12658154]"
8481,"[12406886, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
8485,"[11659006, 11659338, 11714304, 11714312, 12407328, 12407382, 12407474, 12658490, 12696926, 11659346]"
8487,"[12658406, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
8493,"[12407380, 13038916, 12407382, 12407782, 12995878, 12657610, 12696914, 13038904, 13038906, 12406978]"
8500,"[13039100, 13039102, 13039096, 13039078, 13039092, 13039088, 13039094, 13039080, 12657606, 13039076]"
8503,"[13038868, 13038858, 13038866, 13038848, 13038852, 12658512, 12407154, 12407730, 12371378, 11659624]"
8516,"[11360906, 12406900, 12407818, 12407780, 12407870, 12407912, 12655600, 11407226, 11659286, 12406872]"
8518,"[11659966, 11659964, 11659954, 11658992, 11659454, 11659604, 12658398, 11714428, 11659952, 12658512]"
8519,"[12657804, 12407408, 12657654, 12657658, 12658348, 12657408, 12657364, 12657780, 12658202, 12658204]"
8532,"[11460780, 11481054, 12406972, 12657642, 12657644, 12658512, 11659956, 12371246, 12657722, 12658204]"
8544,"[14121826, 14121834, 13039658, 14121838, 12658150, 11659224, 12657436, 12657512, 12407402, 12657650]"
8546,"[11460792, 11658984, 11659332, 11659338, 11658946, 11659298, 11659736, 11659804, 11659000, 11659626]"
8549,"[11481024, 11603770, 11603772, 12407248, 12407380, 11407382, 12407382, 12696914, 12406936, 12657700]"
8554,"[12657804, 12407408, 12657654, 12657658, 12658348, 12657408, 12657364, 12657780, 12658202, 12658204]"
8556,"[12658024, 12657894, 12657900, 12657966, 11660078, 11660092, 12657946, 12657914, 11660140, 12407176]"
8568,"[11360672, 11360758, 11361058, 11659696, 11659710, 11659770, 12322644, 12322658, 12407122, 12407414]"
8594,"[11460904, 11460914, 11460916, 11603798, 11659180, 11714566, 12407234, 12657430, 12657574, 12657656]"
8600,"[12371362, 12406906, 12658032, 11659284, 12657426, 12658096, 12658122, 11407246, 11659538, 11660218]"
8603,"[11480984, 11659234, 12371250, 12407440, 12407452, 13038978, 11659650, 12406928, 12407910, 13038968]"
8608,"[11659944, 11714576, 12658532, 12658502, 11659864, 12657594, 12658510, 11714318, 12658002, 11659582]"
8651,"[12407696, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
8677,"[11660000, 12360418, 12360428, 11660008, 11460990, 12407826, 12658512, 12407154, 12407730, 12371378]"
8732,"[11659560, 12322666, 12407386, 12360422, 12407832, 12658340, 11360994, 12658512, 12407154, 12407730]"
8778,"[11148888, 11237192, 11360758, 11360764, 11407204, 11603832, 11659530, 11659650, 11659706, 11659716]"
8781,"[11659946, 11659606, 11659954, 11659956, 12658618, 11659454, 12657592, 11659966, 11659452, 11659944]"
8782,"[11659708, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
8798,"[11659450, 11659740, 11659836, 11659950, 11659750, 11659938, 12322662, 11659742, 11659780, 13039792]"
8805,"[13039538, 13039540, 13039658, 13039792, 12658252, 13039536, 12360388, 13039568, 14122834, 12658392]"
8807,"[11659566, 11660000, 12371372, 14110868, 11659616, 13202646, 11659526, 12360444, 12657726, 12658614]"
8819,"[11360776, 12658386, 13039626, 13039782, 14122832, 11659630, 12396550, 12657898, 12658040, 13039566]"
8831,"[12406950, 12407730, 12360460, 11659906, 11659998, 12658406, 12360448, 12658512, 12407154, 12407730]"
8859,"[11460780, 12658194, 12360436, 11660006, 12360422, 12658490, 11659024, 12657364, 11659146, 11659302]"
8885,"[11659608, 12407666, 12407776, 12657692, 12658258, 12658420, 13039650, 13039658, 13039800, 13039688]"
8904,"[12407030, 12658414, 13039496, 11659604, 12407614, 12658220, 12658316, 12360436, 12658416, 12322660]"
8918,"[11714680, 12658290, 12658438, 12973004, 11659566, 12658246, 13039744, 12658512, 12407154, 12407730]"
8928,"[12360372, 12407834, 12657356, 12657622, 12657624, 12657626, 12657638, 12657652, 12657720, 12657722]"
8929,"[12371374, 12658260, 11659706, 12407388, 12658330, 11360976, 12360438, 12371378, 12658228, 11659630]"
8930,"[11659840, 11714532, 12658490, 11714462, 11659526, 11659624, 12658512, 12407154, 12407730, 12371378]"
8947,"[12407726, 12407800, 11659812, 11659840, 12371386, 13039774, 12658486, 11407154, 12407684, 13039572]"
8964,"[12360438, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
8972,"[13039460, 13039458, 13039448, 12407028, 12657556, 13039440, 13039442, 12407504, 11659632, 11714500]"
8979,"[12407594, 12407756, 14110862, 14122744, 12407314, 12657784, 13202666, 14110864, 13202642, 13202658]"
8983,"[13653576, 13653674, 11660140, 13039762, 13653570, 12407036, 12407176, 12658634, 13653672, 13653568]"
